idade,genero,renda,visitas_site,paginas_por_visita,tempo_no_site,compras_anteriores,pontos_fidelidade,conversao
49,Female,118847,21,1.4810445582898657,11.194738184297194,3,2629,1
24,Female,56668,9,6.021531183073745,12.06117115272747,3,4152,1
69,Male,31945,22,5.954944620627014,14.636901111753716,3,2693,1
58,Female,122528,4,8.69368466964375,3.529882882074659,9,4470,1
50,Female,66526,47,7.840693796992175,7.814360818032827,9,1722,1
57,Female,67717,11,1.2810400008664486,1.826136695483003,8,3878,0
56,Male,79426,29,6.003238276143496,1.6929748088691203,2,3197,1
35,Female,121170,32,7.21849691725631,2.0128230830672686,5,1604,1
57,Female,104166,36,6.221289056538595,4.26280440546674,6,3401,1
18,Female,136524,17,7.087322958345025,10.59685118366692,6,563,1
28,Female,126572,3,2.04990386337052,12.986452313471942,4,1894,1
45,Male,110480,26,2.5231768421020417,6.821936461411408,1,3109,1
42,Female,108896,46,6.244635111839,8.550446944673153,1,3654,1
67,Female,98349,22,8.206170226245058,3.492321523765175,8,2414,1
40,Female,135036,5,1.2339004436474923,11.970677531148583,0,1609,1
48,Female,24601,6,4.926162160361816,13.3811346398365,0,184,1
47,Female,32930,18,9.92848370880498,7.541153860373154,7,3718,1
59,Female,24333,45,7.891711871397886,2.832676973732132,6,3377,0
52,Male,90935,14,5.051678533009159,0.5739739864183563,8,1863,1
24,Male,140384,47,1.882363846435644,8.277961762195181,5,295,1
33,Female,37839,21,4.232643122844612,7.715719581224532,2,4135,1
43,Female,71337,31,2.389858897335857,13.924225323629134,1,4697,1
65,Male,60204,14,9.287010425570037,1.0290223723835177,6,3949,1
69,Male,40195,5,7.170799452285455,2.659797145210756,0,4347,0
66,Male,47848,5,8.70127766006377,3.366455507286709,7,3664,1
19,Female,109229,5,9.077180711176082,8.433307100492247,7,1192,1
18,Male,133251,11,6.462008514731402,4.628675194438785,8,184,1
65,Female,132265,1,1.0593853886961235,3.482345780379742,8,2086,0
29,Female,149703,24,6.00464861560708,7.959024250807399,8,4761,1
22,Female,60854,3,8.222455011817457,1.0894713287272515,6,2142,1
54,Female,121986,5,3.830407477485032,14.6410145450369,2,4402,1
49,Female,70998,41,9.349763715751784,12.984769945563894,9,4678,1
26,Male,87390,36,9.971372751399134,4.443439312159553,5,2105,1
58,Female,51558,37,5.943366103107392,5.3744676093646495,5,4118,1
52,Female,22985,13,5.781170007534629,4.065523599455561,1,297,0
36,Female,81794,46,6.896703833767982,13.96178629883928,3,859,1
65,Male,63585,18,6.097049180398574,9.97135899407601,1,935,1
33,Male,104814,6,2.4441035427808218,8.057092720679535,2,701,1
20,Male,60264,17,3.4399798950257043,7.874694396361904,6,2828,1
37,Male,53326,43,2.8160990292602923,2.9058492137423104,7,3241,0
41,Female,104816,7,1.6491288926617709,14.45837398736177,0,3649,0
50,Male,79261,27,2.263502299744329,13.76166285489899,7,2602,1
41,Female,54022,20,9.750945010446308,14.3101052695815,7,560,1
69,Male,35667,34,5.994822477168038,4.718517004051392,6,1675,1
28,Male,38065,46,2.1331309231850035,7.411403647535277,6,1269,1
66,Female,134382,9,7.417857254028007,8.0244294211139,2,2087,1
25,Male,148145,27,5.291091205599089,7.600282816769315,8,4987,1
53,Male,107191,18,3.022040789448325,0.778247670682287,2,507,0
55,Female,30006,43,9.49213334184555,12.58066480793181,6,2907,1
57,Female,91819,34,3.02088842405153,11.324909907408266,7,1655,1
37,Male,127158,27,1.8783079809204464,7.384573964875112,1,4095,0
52,Female,65076,45,2.851955007986383,4.377328023923936,3,4227,0
65,Female,88861,48,9.207354985985027,9.707165240715426,3,4187,1
42,Female,116319,2,8.720162252187556,2.505235409340849,6,3625,1
52,Male,70393,38,9.048921608961493,14.960526823965916,5,2268,1
42,Male,23143,26,9.245610349848382,2.317430510480973,9,2928,1
46,Male,121341,16,1.6974880521189415,1.3475889594141568,5,1301,1
35,Male,77505,14,7.401988772276491,9.379926651947327,5,4163,1
63,Female,32417,41,6.980691031047897,7.219467799413536,8,1607,1
35,Female,51300,38,9.936175410830792,10.925507185148602,3,4166,1
19,Female,112062,21,7.432067988449754,2.355525096933881,9,2439,1
52,Male,48896,19,8.128282705704791,5.774312886099083,1,4625,1
33,Female,136469,26,7.434878309621553,7.764983750915251,1,2107,1
58,Male,122979,34,6.585236090962183,6.981373663144549,8,4552,1
53,Female,70629,46,5.977210782041615,8.953986688860926,3,444,1
50,Female,47606,4,9.723343848492684,1.9753774151184744,9,739,1
21,Female,59916,1,9.427078498946472,7.80400707633442,8,542,1
50,Female,81330,40,4.940651474973336,8.544119418484271,0,4558,1
31,Male,27551,49,3.557384874925141,13.27482113116877,1,3824,1
38,Female,134794,44,5.581624237241741,8.780604687359538,6,1191,1
65,Female,120972,19,7.715031299905751,8.435784967945368,6,201,1
37,Female,139623,6,4.608529476437671,12.275128363404589,0,1479,1
25,Female,76422,35,5.835078550744093,1.4424638105682162,7,3672,1
24,Female,135852,7,3.688353191668861,9.89545130915009,6,3747,1
20,Male,133216,26,4.849339315547479,12.271164388274563,9,4101,1
34,Female,135845,5,9.615658590151009,1.871637808008196,1,1558,0
50,Male,87782,23,2.9337253225606545,12.267800738794886,0,4707,0
65,Female,85391,35,9.89860988847262,11.91376094240039,1,3004,1
29,Female,124957,4,2.939858950151064,0.5136753714477391,6,854,0
68,Male,143546,19,3.8731238370799215,4.069278238554468,9,628,1
39,Female,145006,19,1.7844848407794958,2.693244156599998,3,1315,1
39,Male,83411,40,7.76885940026715,7.9143986610639505,5,1365,1
63,Female,129437,39,1.1587103721921168,13.753095812764505,4,2390,1
47,Female,93185,33,8.090568128427176,9.239243363665,7,840,1
55,Female,135199,38,6.194199521841173,9.226143458008709,6,2332,1
55,Female,126745,49,7.738904145282676,2.2813052231798263,6,3517,1
62,Female,20888,9,8.048084176725904,10.16249999987332,8,4516,1
68,Male,127519,2,2.119440227149255,13.380648397617398,3,1188,0
25,Female,147574,48,1.1925221809836528,6.725540612597184,8,3360,1
44,Female,77135,33,2.518898336752367,10.385634743590098,2,1777,1
44,Male,49424,34,4.456607917404978,4.776501148029835,2,303,1
51,Male,61559,36,1.659847977463606,4.399038585813186,4,998,0
38,Male,137710,44,5.110656137023387,3.183849118613495,9,1103,1
47,Male,137218,44,3.56580435867412,4.001789648126275,2,1043,1
50,Female,31075,37,4.274514782278828,5.469997628455726,8,73,1
45,Female,42699,45,9.46330674173949,8.717557301115745,0,7,0
64,Female,67972,22,7.518436499287704,11.819492368028635,5,4951,1
50,Male,136752,36,6.923439886681875,4.698665586081189,6,1939,1
22,Male,29950,20,6.882086821943536,2.9376184425265115,0,3724,1
65,Male,25413,26,5.9984289203484185,7.0215598298682345,4,1420,1
36,Female,59305,0,5.6168239195018685,11.947963036079535,8,1256,1
21,Female,148821,8,8.939372976383169,6.1453193784131255,5,2974,1
52,Female,23569,2,1.67501734861291,13.742479994235175,3,1806,1
66,Female,86778,37,3.596680095388756,4.094762911441379,3,2382,1
34,Female,122633,35,1.9371442387763225,11.495551264569784,4,1761,1
61,Female,50085,33,1.0994756775010974,7.282497427691577,4,46,1
45,Female,96023,29,1.1248036430060102,2.05332568839363,5,4605,1
47,Female,103845,30,1.2160880308193045,4.575548612088111,2,3107,1
46,Male,116307,29,7.135637731777578,12.94423826748814,3,2911,1
63,Female,112174,15,2.0026444668301453,0.5853793609698326,4,1278,1
23,Female,56163,28,2.8216817442931705,11.466954463155847,1,3027,0
52,Female,69592,5,4.770856601227275,12.265394626777825,9,2840,1
58,Male,107151,13,3.423252289449538,2.237643732814141,3,3124,1
54,Female,77333,9,8.350278720311778,14.451747287296495,6,1109,1
41,Female,137431,23,6.611086781140298,13.14821575396171,3,4290,1
46,Male,28039,35,3.9997774399857233,3.0887038481062707,7,1960,1
66,Female,28198,23,3.8600465343991774,4.001126673740462,0,1704,0
63,Male,54354,6,7.153243498084363,12.367639722853466,8,4675,1
48,Male,135513,48,2.5360297179076943,8.42241171899163,4,2001,1
52,Male,23824,36,3.524911223060667,13.877235761659213,1,167,1
50,Male,70420,45,4.180903793792919,14.697544824428114,5,3476,1
69,Female,109535,47,5.09181123501305,5.479896548568225,3,4446,1
38,Male,23436,39,2.71478640117345,1.906094345132841,7,1889,1
49,Male,113550,47,2.415096998022709,10.700965861673936,7,2192,1
40,Male,60857,37,9.909640742647674,13.885250198309006,9,3444,1
50,Male,36057,24,9.218782222230011,2.8907299679141936,6,3827,1
20,Male,21310,42,5.712564039354319,14.788089397742676,2,2905,1
35,Female,146913,33,7.889952821565317,3.340112463993833,9,2392,1
42,Male,95355,0,7.066033980293875,1.7509961609762843,3,515,0
59,Female,133769,27,1.6760289413811886,7.687620696469632,2,2107,1
48,Female,143916,40,5.661076964035769,12.180802856490567,0,2811,1
20,Male,98993,28,2.655274730966616,5.638440015105683,6,4059,1
57,Female,86013,31,6.256524830379464,5.311695787896269,9,3493,1
63,Male,80022,4,1.5561232917762298,3.3581140890703423,7,3009,0
41,Male,28906,33,2.4661787797587547,14.798148418271184,7,450,1
67,Male,29868,45,8.035460653902733,5.457047726813223,7,4764,1
49,Male,38546,25,8.589226575120005,10.163824210963265,0,1637,1
64,Female,118812,12,9.167145467851538,2.419524992846909,0,2822,1
39,Female,92855,11,9.070538925333969,7.02147272545765,9,1428,1
40,Male,149080,21,9.163260534131169,12.039461458179318,4,4301,1
19,Female,53149,8,1.852380904450591,14.569955005379883,9,4211,1
44,Male,144060,5,6.93539780662864,3.0713662158133634,2,2091,1
59,Female,133591,35,7.3094837734344225,1.8724278759444837,0,1238,1
19,Male,87381,9,3.413755318144861,14.818799730985369,1,3635,1
43,Male,43684,36,9.936376797228103,8.535650658136683,7,2658,1
34,Male,49858,31,3.572456866090296,5.508602912321005,4,4700,1
57,Male,65330,3,6.173991178289581,14.424036927747723,3,3890,1
50,Female,128214,3,8.851198801000477,6.157741939761667,1,3990,1
26,Female,143980,12,3.602675025792858,3.864055612308716,7,781,1
60,Male,79204,15,6.458547876089876,12.150802282521392,5,4878,1
